Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Coaticook,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,22,
Cobalt,1948,,MDL G 3401 G475 1878-,9365,BW,microfiche,,,
Cobden,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,4,1 sh.
Coboconk,1910,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Cobourg,1919,1946,MDL G 3401 G475 1878-,9368,BW,microfiche,,,
Cochrane,1919,1928,MDL G 3401 G475 1878-,9369,BW,microfiche,,,
Cochrane,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Cochrane,1950,,MDL B2,,COLOUR,paper,plans (large),1-7,complete set
Colborne,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,4,2 copies
Colborne,1934,,MDL B2,,COLOUR,paper,plans (large),1-4,complete set
Coldwater,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,2,1 col.
Coldwater,1926,,MDL B2,,COLOUR,paper,plans (large),1-2,complete set
Collingwood,1901,,MDL G 3401 G475 1878-,10576,BW,microfiche,,,
Collingwood,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Collingwood,1955,,MDL B2,,COLOUR,paper,plans,1-22,complete set
Comber,1890,1906,MDL G 3401 G475 1878-,9373,BW,microfiche,,,
Comox,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Consecon,1892,,MDL G 3401 G475 1878-,9374,BW,microfiche,,,
Consecon,1892,1904,MDL G 3401 G475 1878-,9375,BW,microfiche,,,
Contrecoeur,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Cookstown,1885,,MDL G 3401 G475 1878-,9376,BW,microfiche,,,
Cookstown,1885,1904,MDL G 3401 G475 1878-,13926,BW,microfiche,,,
Cooksville,1910,,MDL G 3401 G475 1878-,9377,BW,microfiche,,,
Cooksville,1932,,MDL G 3401 G475 1878-,9378,BW,microfiche,,,
Cooksville,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,4,1 sh.
Cooksville,1939,,MDL G 3401 G475 1878-,9379,BW,microfiche,,,
Corbyville,1895,1904,MDL G 3401 G475 1878-,13927,BW,microfiche,,,
Corbyville,1928,,MDL G 3401 G475 1878-,16287,BW,microfiche,,,
Corner Brook,1954,1969,Fisher Rare Book Library,,COLOUR,paper,plans,66,
Corner Brook,1954,1969,MDL B2,,COLOUR,paper,plans,1-90,complete set
Cornwall,1882,,MDL G 3401 G475 1878-,9380,BW,microfiche,,,
Cornwall,1895,1916,MDL G 3401 G475 1878-,9381,BW,microfiche,,,
Cornwall,1947,,MDL G 3401 G475 1878-,52963,BW,microfiche,,,
Cornwall,1947,,MDL G 3401 G475 1878-,9382,BW,microfiche,,,
Cornwall,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,85,
Cornwall,1963,,MDL B2,,COLOUR,paper,plans,1-81,complete set
Coteau Landing,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Courtenay,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Courtenay,1957,,MDL B2,,COLOUR,paper,plans,1-8,complete set
Courtright,1896,,MDL G 3401 G475 1878-,9383,BW,microfiche,,,
Courtright,1896,1906,MDL G 3401 G475 1878-,14002,BW,microfiche,,,
Cowansville,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Cranbrook,1953,1959,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Crapaud,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Crediton,1896,,MDL G 3401 G475 1878-,9384,BW,microfiche,,,
Crediton,1896,1904,MDL G 3401 G475 1878-,13928,BW,microfiche,,,
Creemore,1894,1904,MDL G 3401 G475 1878-,9385,BW,microfiche,,,
Creemore,1929,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Creemore,1929,,MDL B2,,COLOUR,paper,plans (large),1-2,complete set
Crysler,1902,,MDL G 3401 G475 1878-,9387,BW,microfiche,,,
Crystal Beach,1909,1927,MDL G 3401 G475 1878-,9388,BW,microfiche,,,
Cumberland,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Cumberland,1954,,MDL B2,,COLOUR,paper,plans,1-7,complete set
Cutler,1896,1899,MDL G 3401 G475 1878-,9389,BW,microfiche,,,
Cutler,1903,,MDL G 3401 G475 1878-,9390,BW,microfiche,,,
Cutler,1903,1905,MDL G 3401 G475 1878-,9391,BW,microfiche,,,
Cutler,1903,1908,MDL G 3401 G475 1878-,9392,BW,microfiche,,,
D?israeli,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Dalhousie,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Dalhousie,1952,,MDL B2,,COLOUR,paper,plans,1-11,complete set
Dartmouth,1947,,MDL G 3401 G475 1878-,7878,BW,microfiche,,,
Dartmouth,1961,1973,Fisher Rare Book Library,,COLOUR,paper,plans,110,
Dartmouth,1961,1973,MDL B2,,COLOUR,paper,plans,27-84,update only (complete set)
Dartmouth,1961,,MDL B2,,BW,paper,slips,,
Dashwood,1896,,MDL G 3401 G475 1878-,9393,BW,microfiche,,,
Dashwood,1896,[1904],MDL G 3401 G475 1878-,9394,BW,microfiche,,,
Dauphin,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Dauphin,1959,,MDL B2,,COLOUR,paper,plans,1-14,complete set
Dawson Creek,1959,1960,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Deep River,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Deep River,1958,,MDL B2,,COLOUR,paper,plans,1-9,complete set
Deer Lake,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Deer Lake,1954,,MDL B2,,COLOUR,paper,plans,1-9,complete set
Delaware,1896,,MDL G 3401 G475 1878-,9395,BW,microfiche,,,
Delaware,1896,1906,MDL G 3401 G475 1878-,14001,BW,microfiche,,,
Delhi,1938,,MDL G 3401 G475 1878-,13929,BW,microfiche,,,
Delhi,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Delhi,1949,,MDL B2,,COLOUR,paper,plans (large),1-7,complete set
Delhi,1962,,MDL B2,,BW,paper,index,,streets and blocks
Delta,1897,,MDL G 3401 G475 1878-,9397,BW,microfiche,,,
Depot Harbour,1899,,MDL G 3401 G475 1878-,9398,BW,microfiche,,,
Depot Harbour,1899,1908,MDL G 3401 G475 1878-,9399,BW,microfiche,,,
Depot Harbour,1901,,MDL G 3401 G475 1878-,10573,BW,microfiche,,,
Desbarats,1905,,MDL G 3401 G475 1878-,9400,BW,microfiche,,,
Deschambault,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Deseronto,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Deseronto,1922,,MDL B2,,COLOUR,paper,plans (large),1-4,complete set
Deseronto,1922,1931,MDL G 3401 G475 1878-,11913,BW,microfiche,,,
Deseronto,1922,1931,MDL G 3401 G475 1878-,13930,BW,microfiche,,,
Deseronto,1931,,MDL G 3401 G475 1878-,98377,BW,microfiche,,,
Deseronto,1963,,MDL B2,,BW,paper,index,,streets and blocks
Didsbury,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Didsbury,1960,,MDL B2,,COLOUR,paper,plans,1-8,
Digby,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Digby,1951,,MDL B2,,COLOUR,paper,plans,1-8,complete set
Dolbeau,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Donnacona,1927,,MDL G 3401 G475 1878-,10594,BW,microfiche,,,
Dorchester,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Dorchester Station,1898,,MDL G 3401 G475 1878-,9402,BW,microfiche,,,
Dorchester Station,1898,1906,MDL G 3401 G475 1878-,13931,BW,microfiche,,,
Dorval,1957,1961,Fisher Rare Book Library,,COLOUR,paper,plans,48,
Drayton,1885,,MDL G 3401 G475 1878-,13932,BW,microfiche,,,
Drayton,1894,,MDL G 3401 G475 1878-,13933,BW,microfiche,,,
Drayton,1894,,MDL G 3401 G475 1878-,9403,BW,microfiche,,,
Dresden,1882,1953,MDL G 3401 G475 1878-,13934,BW,microfiche,,,
Dresden,1889,[1913],MDL G 3401 G475 1878-,11917,BW,microfiche,,,
Dresden,1889,1906,MDL G 3401 G475 1878-,9404,BW,microfiche,,,
Drumbo,1894,,MDL G 3401 G475 1878-,9405,BW,microfiche,,,
Drumbo,1894,1904,MDL G 3401 G475 1878-,13935,BW,microfiche,,,
Drumheller,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Drumheller,1955,,MDL B2,,COLOUR,paper,plans,1-9,
Drummondville,1934,,MDL B2,,COLOUR,paper,plans (large),14,
Drummondville & Vicinity,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,84,
Dryden,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
Dryden,1961,,MDL B2,,COLOUR,paper,plans,1-14,complete set
Dublin,1893,,MDL G 3401 G475 1878-,14954,BW,microfiche,,,
Dublin,1906,,MDL G 3401 G475 1878-,14955,BW,microfiche,,,
Duncan,1953,1954,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Duncan,1953,,MDL B2,,COLOUR,paper,plans,1-4,complete set
Dundalk,1885,,MDL G 3401 G475 1878-,13936,BW,microfiche,,,
Dundalk,1894,1904,MDL G 3401 G475 1878-,13937,BW,microfiche,,,
Dundas,1880,,MDL G 3401 G475 1878-,51400,BW,microfiche,,,
Dundas,1880,,MDL G 3401 G475 1878-,9406,BW,microfiche,,,
Dundas,1882,,MDL G 3401 G475 1878-,117151,BW,microfiche,,,
Dundas,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Dundas,1951,,MDL B2,,COLOUR,paper,plans (large),1-13,complete set
Dunnville,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Dunnville,1955,,MDL B2,,COLOUR,paper,plans,1-16,complete set
Durham,1904,,MDL G 3401 G475 1878-,9408,BW,microfiche,,,
Dutton,1906,,MDL G 3401 G475 1878-,13939,BW,microfiche,,,
Dutton,1946,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
East Angus,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
East Angus,1922,,MDL B2,,COLOUR,paper,plans (large),1-4,complete set
East Brough,1934,,MDL B2,,COLOUR,paper,slips,,
East Broughton,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
East Florenceville,1950,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
East Florenceville,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
East Kildonan,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,36,
East Kildonan,1961,,MDL B2,,COLOUR,paper,plans,1-30,complete set
Edinburgh,1892-1906,,MDL G 3401 G475 1878-,15149,BW,microfiche,,,
Edmonton,1913,1914,MDL G 3401 G475 1878-,10205,BW,microfiche,,,
Edmonton,1913,1914,MDL G 3401 G475 1878-,10206,BW,microfiche,,,
Edmonton,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,30,Vol.3
Edmonton,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,25,Vol.4
Edmonton,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,50,Vol.5
Edmonton,1953,1966,Fisher Rare Book Library,,COLOUR,paper,plans,27,Vol.7
Edmonton,1953,1966,MDL B2,,COLOUR,paper,plans,1-25,Vol. 7 
Edmonton,1954,1959,Fisher Rare Book Library,,COLOUR,paper,plans,62,Vol.8
Edmonton,1954,1966,Fisher Rare Book Library,,COLOUR,paper,plans,28,Vol.9
Edmonton,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,8,Vol.14
Edmonton,1954,1966,Fisher Rare Book Library,,COLOUR,paper,plans,51,Vol.15
Edmonton,1954,1966,MDL B2,,COLOUR,paper,plans,1-28,Vol. 9
Edmonton,1954,,MDL B2,,COLOUR,paper,plans,1-8,Vol. 14
Edmonton,1954,1966,MDL B2,,COLOUR,paper,plans,16,Vol. 15 - Incomplete set
Edmonton,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,81,Vol.1
Edmonton,1959,1959,MDL B2,,BW,paper,index,,
Edmonton,1959,,MDL B2,,COLOUR,paper,plans,77,Vol. 1 - Incomplete set
Edmonton,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,68,Vol.12
Edmonton,1964,,MDL B2,,COLOUR,paper,plans,odds,Vol. 12
Edmonton,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,33,Vol.6
Edmonton,1965,,MDL B2,,COLOUR,paper,plans,1-33,Vol. 6
Edmundston,1911,1914,MDL G 3401 G475 1878-,9042,BW,microfiche,,,
Edmunston,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,31,
Edmunston,1963,,MDL B2,,COLOUR,paper,plans,1-28,complete set
Eganville,1896,[1908],MDL G 3401 G475 1878-,11918,BW,microfiche,,,
Elgin,1908,,MDL G 3401 G475 1878-,9410,BW,microfiche,,,
Elk Lake,1909,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Elliot Lake,1958,,MDL B2,,COLOUR,paper,plans,1-14,complete set
Elliott Lake,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
Elmira,1923,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Elmira,1923,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Elmvale,1900,1904,MDL G 3401 G475 1878-,13940,BW,microfiche,,,
Elmvale,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Elmwood,1896,[190?],MDL G 3401 G475 1878-,13941,BW,microfiche,,,
Elora,1890,,MDL G 3401 G475 1878-,16288,BW,microfiche,,,
Elora,1890,1904,MDL G 3401 G475 1878-,13942,BW,microfiche,,,
Elora,[191?]1899,,MDL G 3401 G475 1878-,13943,BW,microfiche,,,
Embro,1894,,MDL G 3401 G475 1878-,9415,BW,microfiche,,,
Embro,1894,1904,MDL G 3401 G475 1878-,9416,BW,microfiche,,,
Embrum,1902,,MDL G 3401 G475 1878-,9417,BW,microfiche,,,
Embrum,1902,1908,MDL G 3401 G475 1878-,9418,BW,microfiche,,,
Enderby,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Enderby,1955,,MDL B2,,COLOUR,paper,plans,1-5,complete set
Englehart,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Englehart,1952,,MDL B2,,COLOUR,paper,plans,1-4,complete set
Enterprise,1915,,MDL G 3401 G475 1878-,9419,BW,microfiche,,,
Erin,1891,1896,MDL G 3401 G475 1878-,13944,BW,microfiche,,,
Erin,1907,,MDL G 3401 G475 1878-,9420,BW,microfiche,,,
Espanola,1905,,MDL G 3401 G475 1878-,9421,BW,microfiche,,,
Esquimalt,1968,,MDL B2,,COLOUR,paper,plans,1-9,complete set
Esquimalt,1969,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Essex,1903,1913,MDL G 3401 G475 1878-,13945,BW,microfiche,,,
Essex,1917,,MDL G 3401 G475 1878,9422,BW,microfiche,,,
Essex,1917,1926,MDL G 3401 G475 1878-,9423,BW,microfiche,,,
Essex,1926,,MDL B2,,COLOUR,paper,plans (large),7,incomplete set
Essex,1926,,MDL B2,,COLOUR,paper,slips,Trans. 1-3,
Estevan,1957,1970,Fisher Rare Book Library,,COLOUR,paper,plans,21,
Exeter,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,7,6 sh.
Exeter,1926,,MDL B2,,COLOUR,paper,plans (large),1-6,complete set
Farran,1908,,MDL G 3401 G475 1878-,9425,BW,microfiche,,,
Fenelon Falls,1890,1894,MDL G 3401 G475 1878-,13946,BW,microfiche,,,
Fenelon Falls,1898,1910,MDL G 3401 G475 1878-,9426,BW,microfiche,,,
Fergus,1890,,MDL G 3401 G475 1878-,13947,BW,microfiche,,,
Fergus,1921,1935,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Fergus,1921,1935,MDL B2,,COLOUR,paper,plans (large),3,incomplete set
Fergus,1921,1935,MDL G 3401 G475 1878-,9428,BW,microfiche,,,
Fergus,1935,,MDL B2,,COLOUR,paper,slips,"Trans. 1, 2",
Fergus,1935,,MDL G 3401 G475 1878-,98378,BW,microfiche,,,
Fernie,1956,1959,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Fernie,1956,1959,MDL B2,`,COLOUR,paper,plans,1-11,complete set
Ferrona,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Ferrona,1894,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Finch,1902,,MDL G 3401 G475 1878-,9429,BW,microfiche,,,
Fingal,1896,,MDL G 3401 G475 1878-,9430,BW,microfiche,,,
Fingal,1896,1901,MDL G 3401 G475 1878-,9431,BW,microfiche,,,
Flesherton,1894,,MDL G 3401 G475 1878-,9432,BW,microfiche,,,
Flesherton,1894,1904,MDL G 3401 G475 1878-,13948,BW,microfiche,,,
Flin Flon,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Flin Flon,1959,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Florence,1898,,MDL G 3401 G475 1878-,9435,BW,microfiche,,,
Florence,1898,1906,MDL G 3401 G475 1878-,13949,BW,microfiche,,,
Fonthill,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Fonthill,1925,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Fonthill,1925,,MDL G 3401 G475 1878-,9436,BW,microfiche,,,
Fordwich,1896,,MDL G 3401 G475 1878-,9433,BW,microfiche,,,
Fordwich,1896,1907,MDL G 3401 G475 1878-,9434,BW,microfiche,,,
Forest,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Forest,1925,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Forestville,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Fort Erie,1926,,MDL G 3401 G475 1878-,31780,BW,microfiche,,,
Fort Erie,1951,1961,Fisher Rare Book Library,,COLOUR,paper,plans,23,
Fort Erie,1951,,MDL B2,,COLOUR,paper,plans,1-21,complete set
Fort Frances,1931,,MDL G 3401 G475 1878-,9439,BW,microfiche,,,
Fort Frances,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,31,
Fort Frances,1961,,MDL B2,,COLOUR,paper,plans,1-24,complete set
Fort Garry,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,46,
Fort Macleod,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Fort Macleod,1960,,MDL B2,,COLOUR,paper,plans,1-16,
Fort St. John,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Fortune,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Fortune,1956,,MDL B2,,COLOUR,paper,plans,1-5,complete set
Fort William,1889,1895,MDL G 3401 G475 1878-,13951,BW,microfiche,,,
Fort William,1891,,MDL G 3401 G475 1878-,10545,BW,microfiche,,,
Fort William,1891,1895,MDL G 3401 G475 1878-,13950,BW,microfiche,,,
Fort William,1905,,MDL G 3401 G475 1878-,10540,BW,microfiche,,,
Fort William,1909,,MDL G 3401 G475 1878-,10546,BW,microfiche,,,
Fort William,1909,,MDL G 3401 G475 1878-,10547,BW,microfiche,,,
Fort William,1911,,MDL G 3401 G475 1878-,10544,BW,microfiche,,,
Fort William,1911,,MDL G 3401 G475 1878-,10542,BW,microfiche,,,
Fort William,1911,,MDL G 3401 G475 1878-,10543,BW,microfiche,,,
Fort William,1961,,MDL B2,,COLOUR,paper,plans,1-87,complete set
Foxboro,1898,,MDL G 3401 G475 1878-,9440,BW,microfiche,,,
Frankford,1893,,MDL G 3401 G475 1878-,9441,BW,microfiche,,,
Frankford,1893,[1904],MDL G 3401 G475 1878-,9442,BW,microfiche,,,
Frankford,1893,1904,MDL G 3401 G475 1878-,13952,BW,microfiche,,,
Fredericton,1911,1917,MDL G 3401 G475 1878-,9043,BW,microfiche,,,
Fredericton,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,65,
Fredericton,1968,,MDL B2,,COLOUR,paper,plans,1-60,complete set
Frelighsburg,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
French River,1896,1901,MDL G 3401 G475 1878,9444,BW,microfiche,,,
French River,1896,,MDL G 3401 G475 1878-,9443,BW,microfiche,,,
Gagetown,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Gagetown,1939,,MDL B2,,COLOUR,paper,plans (large),1-2,complete set
Galt,1929,,Fisher Rare Book Library,,COLOUR,paper,plans,26,25 sh.
Galt,1929,,MDL B2,,BW,paper,plans (large),1,also index
Gananoque,1917,1926,MDL G 3401 G475 1878-,9452,BW,microfiche,,,
Gananoque,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Gananoque,1947,,MDL B2,,COLOUR,paper,plans (large),1-12,"complete set. Toronto, Montreal slips printed on backs."
Gananoque,1962,,MDL B2,,BW,paper,index,,streets and blocks
Gander,1954,1962,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Gander,1969,,MDL B2,,COLOUR,paper,plans,1-13,complete set
Garden River,1905,,MDL G 3401 G475 1878-,9446,BW,microfiche,,,
Gatineau,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,22,
Georgetown,1922,1934,MDL G 3401 G475 1878-,9447,BW,microfiche,,,
Georgetown,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Georgetown,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,21,
Georgetown,1960,,MDL B2,,COLOUR,paper,plans,1-16,complete set
Glace Bay,1959,,MDL B2,,COLOUR,paper,plans,,complete set
Glace Bay C.B.,1928,1938,Fisher Rare Book Library,,COLOUR,paper,plans,,5 sh.
Glace Bay C.B.,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,64,
Glasgow Scotland,1890,,MDL G 3401 G475 1878-,15558,BW,microfiche,,,
Glencoe,1930,,Fisher Rare Book Library,,COLOUR,paper,plans,4,3 sh.
Glencoe,1930,,MDL B2,,COLOUR,paper,plans (large),1-4,complete set
Glencoe,1930,,MDL G 3401 G475 1878-,9448,BW,microfiche,,,
Glen Robertson,1908,,MDL G 3401 G475 1878-,9449,BW,microfiche,,,
Glen Williams,1898,,MDL G 3401 G475 1878-,9450,BW,microfiche,,,
Goderich,1900,,MDL G 3401 G475 1878-,10566,BW,microfiche,,,
Goderich,1913,1925,MDL G 3401 G475 1878-,9451,BW,microfiche,,,
Goderich,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Goderich,1959,,MDL B2,,COLOUR,paper,plans,1-19,complete set
Goodwood,1910,,MDL G 3401 G475 1878-,9454,BW,microfiche,,,
Gore Bay,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Gore Bay,1922,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Gorrie,1885,,MDL G 3401 G475 1878-,9456,BW,microfiche,,,
Gorrie,1885,1904,MDL G 3401 G475 1878-,13953,BW,microfiche,,,
Granby,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,63,
Grand-Mère,1966,,Fisher Rare Book Library,,COLOUR,paper,plans,25,
Grand Bank,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Grand Bank,1956,,MDL B2,,COLOUR,paper,plans,1-8,complete set
Grand-Mère,1949,,MDL B2,,COLOUR,paper,slips,Trans. 7,
Grande Prairie,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Grande Prairie,1959,,MDL B2,,COLOUR,paper,plans,1-12,
Grand Falls,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Grand Falls,1964,1965,Fisher Rare Book Library,,COLOUR,paper,plans,23,
"Grand Falls, Nb",1953,,MDL B2,,COLOUR,paper,plans,1-6,complete set
"Grand Falls, Nf",1964,,MDL B2,,COLOUR,paper,plans,1-21,complete set
Grand Forks,1953,1959,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Grand Valley,1907,,MDL G 3401 G475 1878-,9457,BW,microfiche,,,
Granton,1898,,MDL G 3401 G475 1878-,9458,BW,microfiche,,,
Granton,1898,1906,MDL G 3401 G475 1878-,13954,BW,microfiche,,,
Gravenhurst,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Gravenhurst,1925,,MDL B2,,COLOUR,paper,plans (large),1-8,complete set
Greenwhich,1944,,MDL B2,,COLOUR,paper,slips,,
Greenwood,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Greenwood,1951,,MDL B2,,COLOUR,paper,plans,1-4,complete set
Grenville,1914,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Grimsby,1884,,MDL G 3401 G475 1878-,13955,BW,microfiche,,,
Grimsby,1914,,MDL G 3401 G475 1878-,9460,BW,microfiche,,,
Grimsby,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Grimsby,1928,,MDL B2,,COLOUR,paper,plans (large),1-5,complete set
Guelph,1897,,MDL G 3401 G475 1878-,9462,BW,microfiche,,,
Guelph,1897,1911,MDL G 3401 G475 1878-,9463,BW,microfiche,,,
Guelph,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,93,
Guelph,1960,,MDL B2,,COLOUR,paper,plans,1-78,complete set
Guysboro,1904,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Guysboro,1940,,MDL B2,,COLOUR,paper,slips,"Trans. 20, 21",
Hagersville,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Haileybury,1928,,MDL B2,,COLOUR,paper,slips,Trans. 1-4,
Haileybury,1928,,MDL G 3401 G475 1878-,10679,BW,microfiche,,,
Haileybury,1952,not found,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Haileybury,1952,,MDL B2,,COLOUR,paper,plans,7,
Haliburton,1938,,MDL G 3401 G475 1878-,9464,BW,microfiche,,,
Halifax,1889,,MDL G 3401 G475 1878-,31767,BW,microfiche,,,
Halifax,1952,1971,Fisher Rare Book Library,,COLOUR,paper,plans,125,Vol.1
Halifax,1952,1971,MDL B2,,COLOUR,paper,plans,1-116,Vol. 1 (complete set)
Halifax,1967,,Fisher Rare Book Library,,COLOUR,paper,plans,26,Vol.2
Halifax,1967,,MDL B2,,COLOUR,paper,plans,200-224,Vol. 2 (complete set)
Hamilton,1927,1933,MDL G 3401 G475 1878-,10742,BW,microfiche,,,
Hamilton,1941,,MDL G 3401 G475 1878-,10590,BW,microfiche,,,
Hamilton,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,28,Vol.3
Hamilton,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,47,Vol.4
Hamilton,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,46,Vol.5
Hamilton,1961,,MDL B2,,BW,paper,plans,,streets and blocks
Hamilton,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,78,Vol.2
Hamilton,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,97,Vol.1
Hamilton,[1878],,MDL G 3401 G475 1878-,88304,BW,microfiche,,,
Hamilton,[1878],,MDL G 3401 G475 1878-,88305,BW,microfiche,,,
Hamilton,[1878],,MDL G 3401 G475 1878-,16617,BW,microfiche,,,
Hampton,1938,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Hampton,1938,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Hanover,1885,,MDL G 3401 G475 1878-,9465,BW,microfiche,,,
Hanover,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Hanover,1925,,MDL B2,,COLOUR,paper,plans (large),1-6,complete set
Hantsport,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Hantsport,1964,,MDL B2,,COLOUR,paper,plans,1-4,complete set
Harbour Grace,1893,,MDL G 3401 G475 1878-,51384,BW,microfiche,,,
