Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Halifax,1952,1971,Fisher Rare Book Library,,COLOUR,paper,plans,125,Vol.1
Halifax,1967,,Fisher Rare Book Library,,COLOUR,paper,plans,26,Vol.2
Halifax,1952,1971,MDL B2,,COLOUR,paper,plans,1-116,Vol. 1 (complete set)
Halifax,1967,,MDL B2,,COLOUR,paper,plans,200-224,Vol. 2 (complete set)
HALIFAX,1889,,MDL G 3401 G475 1878-,31767,BW,microfiche,,,
Hamilton,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,97,Vol.1
Hamilton,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,78,Vol.2
Hamilton,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,28,Vol.3
Hamilton,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,47,Vol.4
Hamilton,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,46,Vol.5
Hamilton,1961,,MDL B2,,BW,paper,plans,,streets and blocks
HAMILTON,[1878],,MDL G 3401 G475 1878-,88304,BW,microfiche,,,
HAMILTON,[1878],,MDL G 3401 G475 1878-,88305,BW,microfiche,,,
HAMILTON,1941,,MDL G 3401 G475 1878-,10590,BW,microfiche,,,
HAMILTON,1927,1933,MDL G 3401 G475 1878-,10742,BW,microfiche,,,
HAMILTON,[1878],,MDL G 3401 G475 1878-,16617,BW,microfiche,,,
Hampton,1938,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Hampton,1938,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
Hanover,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Hanover,1925,,MDL B2,,COLOUR,paper,plans (large),6-Jan,complete set
Hantsport,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Hantsport,1964,,MDL B2,,COLOUR,paper,plans,4-Jan,complete set
HARBOUR GRACE,1893,,MDL G 3401 G475 1878-,51384,BW,microfiche,,,
Harbour Grace,1946,,MDL B2,,BW,paper,plans (large),2,incomplete set. Printed on back of sh. 21 Owen Sound plan (large)
Harbour Grace,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Harbour Grace,1963,,MDL B2,,COLOUR,paper,plans,4-Jan,complete set
HARRISTON,1894,1920,MDL G 3401 G475 1878-,9467,BW,microfiche,,,
HARROW,1896,,MDL G 3401 G475 1878-,9468,BW,microfiche,,,
HARROW,1896,1906,MDL G 3401 G475 1878-,9469,BW,microfiche,,,
HARROWSMITH,1898,,MDL G 3401 G475 1878-,9470,BW,microfiche,,,
Hartland,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Hartland,1939,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
HASTINGS,1911,,MDL G 3401 G475 1878-,9471,BW,microfiche,,,
HASTINGS,1882,,MDL G 3401 G475 1878-,3299,BW,microfiche,,,
HAVELOCK,1896,,MDL G 3401 G475 1878-,9472,BW,microfiche,,,
HAVELOCK,1896,1911,MDL G 3401 G475 1878-,9473,BW,microfiche,,,
Hawkesbury,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,26,
Hawkesbury,1962,,MDL B2,,BW,paper,index,,renumbering
HAWKESBURY MILLS,1895,,MDL G 3401 G475 1878-,10558,BW,microfiche,,,
Hearst,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Hearst,1957,,MDL B2,,COLOUR,paper,plans,14-Jan,complete set
Hemmingford,1909,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
HENSALL,1896,,MDL G 3401 G475 1878-,9474,BW,microfiche,,,
HENSALL,1896,1902,MDL G 3401 G475 1878-,13957,BW,microfiche,,,
HEPWORTH,1899,,MDL G 3401 G475 1878-,9475,BW,microfiche,,,
HEPWORTH,1899,1904,MDL G 3401 G475 1878-,9476,BW,microfiche,,,
Hespeler,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Hespeler,1947,,MDL B2,,COLOUR,paper,plans (large),10-Jan,complete set. Toronto slips + plans printed on backs.
Hespeler,1956,,MDL B2,,BW,paper,index,,streets
HESPELER,N.D.,,MDL G 3401 G475 1878-,10318,BW,microfiche,,,
HESPELER,1910,1917,MDL G 3401 G475 1878-,11916,BW,microfiche,,,
High River,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
High River,1960,,MDL B2,,COLOUR,paper,plans,10-Jan,
Highgate,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Hillsboro,1906,1930,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Hillsboro,1906,1930,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
HILLSBURG,1907,,MDL G 3401 G475 1878-,9480,BW,microfiche,,,
HOLSTEIN,1899,,MDL G 3401 G475 1878-,9481,BW,microfiche,,,
HOLSTEIN,1899,1904,MDL G 3401 G475 1878-,9482,BW,microfiche,,,
Hope,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Hope,1959,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
Howick,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Hull,1968,,Fisher Rare Book Library,,COLOUR,paper,plans,74,
HULL,[1908]1903,,MDL G 3401 G475 1878-,16352,BW,microfiche,,,
Humboldt,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Humber Bay,1933,,MDL B2,,BW,paper,plans (large),5,
Hunter River,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Huntingdon,1903,1926,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Huntsville,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Huntsville,1954,,MDL B2,,COLOUR,paper,plans,12-Jan,complete set
HUNTSVILLE,1885,,MDL G 3401 G475 1878-,9483,BW,microfiche,,,
Iberville,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Ile Verte,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Indian Head,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Ingersoll,1913,1928,Fisher Rare Book Library,,COLOUR,paper,plans,21,
INGERSOLL,1924,,MDL G 3401 G475 1878-,10678,BW,microfiche,,,
INGERSOLL,1913,1928,MDL G 3401 G475 1878-,9484,BW,microfiche,,,
Ingersoll,1913,1928,MDL B2,,COLOUR,paper,plans (large),"1, 6, 7, 18, 21",incomplete set
INGERSOLL,1913,1932,MDL G 3401 G475 1878-,9485,BW,microfiche,,,
Ingersoll,1924,,MDL B2,,COLOUR,paper,slips,Trans. 1-8,
Ingersoll,1928,,MDL B2,,COLOUR,paper,slips,Trans. 1-9,
Inverness,1924,1940,MDL B2,,COLOUR,paper,slips,,
Inverness C.B.,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Inverness,1959,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
IROQUOIS,1917,1928,MDL G 3401 G475 1878-,9495,BW,microfiche,,,
Iroquois Falls,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Iroquois Falls,1952,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
JARVIS,1909,,MDL G 3401 G475 1878-,9498,BW,microfiche,,,
JASPER,1897,,MDL G 3401 G475 1878-,9499,BW,microfiche,,,
JASPER,1897,1905,MDL G 3401 G475 1878-,9500,BW,microfiche,,,
JOHN ISLAND,1905,,MDL G 3401 G475 1878-,9501,BW,microfiche,,,
Joliette,1967,,Fisher Rare Book Library,,COLOUR,paper,plans,49,
Jonquiere-Kenogmi,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,38,
Kamloops,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,29,
Kamsack,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Kapuskasing,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Kapuskasing,1953,,MDL B2,,COLOUR,paper,plans,10-Jan,complete set
KEARNEY,1905,,MDL G 3401 G475 1878-,9502,BW,microfiche,,,
KEBWRA,1924,,MDL G 3401 G475 1878-,10734,BW,microfiche,,,
KEBWRA,1949,,MDL G 3401 G475 1878-,9486,BW,microfiche,,,
Keewatin,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Keewatin,1931,1949,Fisher Rare Book Library,,COLOUR,paper,plans,5,2
KEEWATIN,1909,,MDL G 3401 G475 1878-,10579,BW,microfiche,,,
KEEWATIN,1931-49,,MDL G 3401 G475 1878-,9503,BW,microfiche,,,
Keewatin,1931,1949,MDL B2,,COLOUR,paper,plans (large),"5, 7",
Kelowna,1952,1970,Fisher Rare Book Library,,COLOUR,paper,plans,35,
Kelowna,1952,1970,MDL B2,,COLOUR,paper,plans,"1-5, 15-17, 20-24",incomplete set
KEMPTVILLE,1917,,MDL G 3401 G475 1878-,9504,BW,microfiche,,,
KEMPTVILLE,1928,,MDL G 3401 G475 1878-,98373,BW,microfiche,,,
Kemptville,1928,,MDL B2,,COLOUR,paper,plans (large),8,
Kemptville,1928,,MDL B2,,COLOUR,paper,slips,Trans. 1-4,
KEMPTVILLE,1917,1928,MDL G 3401 G475 1878-,9505,BW,microfiche,,,
Kenora,1961,,MDL B2,,COLOUR,paper,plans,1-19 plus index,complete set
Kensington,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Kentville & New Minas,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
KERWOOD,1898,,MDL G 3401 G475 1878-,9487,BW,microfiche,,,
KILLALOE STATION,1908,,MDL G 3401 G475 1878-,9488,BW,microfiche,,,
KILLARNEY,1905,,MDL G 3401 G475 1878-,9489,BW,microfiche,,,
Kimberly,1953,1959,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Kimberley,1953,,MDL B2,,COLOUR,paper,plans,12-Jan,complete set
KINCARDINE,1914,,MDL G 3401 G475 1878-,9490,BW,microfiche,,,
KINCARDINE,1939,,MDL G 3401 G475 1878-,9491,BW,microfiche,,,
Kincardine,1939,,MDL B2,,COLOUR,paper,index (large),1,
KING,1884,1894,MDL G 3401 G475 1878-,13958,BW,microfiche,,,
KING CITY,1910,,MDL G 3401 G475 1878-,9492,BW,microfiche,,,
Kingston,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,101,2 of 5 sh.
"Kingston, ON",1963,,MDL B2,,COLOUR,paper,plans,"1-38, 40-47, 50-53",incomplete set
Kingston,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
"Kingston, NS",1951,,MDL B2,,COLOUR,paper,plans,3-Jan,
KINGSTON,1900,,MDL G 3401 G475 1878-,10568,BW,microfiche,,,
KINGSTON,1900,,MDL G 3401 G475 1878-,10569,BW,microfiche,,,
KINGSTON,1908,1911,MDL G 3401 G475 1878-,10707,BW,microfiche,,,
Kingsville,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Kingsville,1950,,MDL B2,,COLOUR,paper,plans (large),"1, 4, 7",incomplete set. Printed on backs of (large) Ottawa plans.
Kingsville,1950,,MDL B2,,COLOUR,paper,plans (large),"1-3, 6, 8",incomplete set. (large) Pembroke plans printed on back.
Kingsville,1950,,MDL B2,,COLOUR,paper,plans (large),9,printed on back of (large) Drummondville plans.
KINGSVILLE,1890,1898,MDL G 3401 G475 1878-,13959,BW,microfiche,,,
KIRKFIELD,1898,1910,MDL G 3401 G475 1878-,9494,BW,microfiche,,,
Kirkland Lake,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,28,
Kirkland Lake,1952,,MDL B2,,COLOUR,paper,plans,27-Jan,
Kitchener,1908,1947,Fisher Rare Book Library,,COLOUR,paper,plans,55,
Kitchener,1908,1947,MDL B2,,COLOUR,paper,plans (large),36,
Kitchener,1951,,MDL B2,,BW,paper,index,,streets
Knowlton,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
L,1954,,MDL G 3401 G475 1878-,14593,BW,microfiche,,,
La Prairie,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,20,
La Tuque,1955,1960,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Lachine,1959,1972,Fisher Rare Book Library,,COLOUR,paper,plans,87,
Lachute,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,28,
Lacombe,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Lacombe,1960,,MDL B2,,COLOUR,paper,plans,15-Jan,
Ladysmith,1954,1957,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Lake Edward,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
LAKEFIELD,1911,,MDL G 3401 G475 1878-,9507,BW,microfiche,,,
LAKEPORT,1904,,MDL G 3401 G475 1878-,9508,BW,microfiche,,,
Lambton Mills,1898,,Map and Data Library,,BW,Digital; DVD-[238],plans,1,
LANARK,1900,,MDL G 3401 G475 1878-,9509,BW,microfiche,,,
LANARK,1885,1896,MDL G 3401 G475 1878-,9511,BW,microfiche,,,
LANARK,1900,1908,MDL G 3401 G475 1878-,9510,BW,microfiche,,,
LANCASTER,1889,,MDL G 3401 G475 1878-,9512,BW,microfiche,,,
L'Ange Gardien,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
L'Annonciation,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
LANSDOWNE,1897,,MDL G 3401 G475 1878-,9514,BW,microfiche,,,
LANSDOWNE,1897,1908,MDL G 3401 G475 1878-,9515,BW,microfiche,,,
Larder Lake,1945,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
L'Assomption,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
LATCHFORD,1908,,MDL G 3401 G475 1878-,9517,BW,microfiche,,,
LATCHFORD,1908,1909,MDL G 3401 G475 1878-,9518,BW,microfiche,,,
Laurentides,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Lauzon,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Laval,1972,,Fisher Rare Book Library,,COLOUR,paper,plans,101,Vol.1
Lawrencetown,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Lawrencetown,1951,,MDL B2,,COLOUR,paper,plans,3-Jan,complete set
Leamington,1924,1935,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Leamington,1924,1935,MDL B2,,COLOUR,paper,plans (large),"1, 2, 5, 10, 12, 13",incomplete set
Leamington,1924,1935,MDL B2,,COLOUR,paper,plans (large),13-Jan,complete set
Leamington,1924,,MDL B2,,COLOUR,paper,plans (large),11-Jan,incomplete set
Leamington,1935,,MDL B2,,COLOUR,paper,slips,Trans. 2-4,
Lennoxville,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Les Eboulements,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Les Ecureuils,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Lethbridge,1955,1966,Fisher Rare Book Library,,COLOUR,paper,plans,48,
Lethbridge,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,48,
Lethbridge,1966,,MDL B2,,COLOUR,paper,plans,2,Incomplete set (odds)
LETHBRIDGE,1910,,MDL G 3401 G475 1878-,10203,BW,microfiche,,,
LETHBRIDGE,1910,1913,MDL G 3401 G475 1878-,10204,BW,microfiche,,,
Levis,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,51,
Lewisporte,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Lewisporte,1962,,MDL B2,,COLOUR,paper,plans,11-Jan,complete set
Lindsay,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,26,
Lindsay,1949,,MDL B2,,COLOUR,paper,plans (large),25,
LINDSAY,1898,1911,MDL G 3401 G475 1878-,9521,BW,microfiche,,,
LISTOWEL,1894,1913,MDL G 3401 G475 1878-,9523,BW,microfiche,,,
LITTLE BRITAIN,1910,,MDL G 3401 G475 1878-,9524,BW,microfiche,,,
LITTLE CURRENT,1922,1940,MDL G 3401 G475 1878-,9525,BW,microfiche,,,
Liverpool,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Liverpool,1955,,MDL B2,,COLOUR,paper,plans,14-Jan,complete set
Lloydminster,1972,,Fisher Rare Book Library,,COLOUR,paper,plans,25,
Lockeport,1906,1940,Fisher Rare Book Library,,COLOUR,paper,plans,3,
LONDON,1842,,MDL G 3401 G475 1878-,3040,BW,microfiche,,,
LONDON,1912,1940,MDL G 3401 G475 1878-,10743,BW,microfiche,,,
London,1958,1970,Fisher Rare Book Library,,COLOUR,paper,plans,132,Vol.1
London,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,100,Vol.2
London,1958,,MDL B2,,BW,paper,index,,streets and blocks
LONDON (UK),1886,,MDL,14976-14977,BW,microfiche,,,Vol. 1-2
LONDON (UK),1887,,MDL,14962; 14975; 14978,BW,microfiche,,,Vol. 4-5; 7
LONDON (UK),1888,,MDL,30086,BW,microfiche,,,Vol. 8
LONDON (UK),1889,,MDL,14980; 15150-15151,BW,microfiche,,,Vol. C; 9-10
LONDON (UK),1890,,MDL,14979,BW,microfiche,,,Vol. 4
LONDON (UK),1891,,MDL,14981; 14984,BW,microfiche,,,Vol. A; 12
LONDON (UK),1892,,MDL,14991,BW,microfiche,,,Vol. D
LONDON (UK),1893,,MDL,14992,BW,microfiche,,,Vol. F
LONDON (UK),1894,,MDL,30027,BW,microfiche,,,Vol. G
LONDON (UK),1897,,MDL,14993-14994; 15152,BW,microfiche,,,Vol. H; J; K
LONDON (UK),1899,,MDL,14995-14996,BW,microfiche,,,Vol. E; 11
LONDON (UK),1900,,MDL,30031; 30085; 65076,BW,microfiche,,,Vol. A; C; 7
LONDON (UK),1901,,MDL,30087; 44819,BW,microfiche,,,Vol. A
LONDON (UK),1902,,MDL,30032,BW,microfiche,,,Vol. B
LONDON (UK),1904,,MDL,30001,BW,microfiche,,,Vol. 1
Londonderry,1914,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Londonderry,1914,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
Longueil,1953,1971,Fisher Rare Book Library,,COLOUR,paper,plans,97,
Loretteville,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,22,
L'Orignal,1908,,MDL G 3401 G475 1878-,9526,BW,microfiche,,,
Lotbiniere,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,2 cops.
Louisburg C.B.,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Louisburg,1952,,MDL B2,,COLOUR,paper,plans,7-Jan,complete set
LUCKBWW,1890,,MDL G 3401 G475 1878-,9527,BW,microfiche,,,
Lunenburg,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Lunenburg,1959,,MDL B2,,COLOUR,paper,plans,11-Jan,complete set
LYN,1900,,MDL G 3401 G475 1878-,9528,BW,microfiche,,,
LYN,1900,1908,MDL G 3401 G475 1878-,9529,BW,microfiche,,,
Mabou,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Mabou,1926,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Mabou,1931,,MDL B2,,COLOUR,paper,slips,Trans. 1-3,
MABWTICK,1897,,MDL G 3401 G475 1878-,9536,BW,microfiche,,,
MADOC,1900,1911,MDL G 3401 G475 1878-,9531,BW,microfiche,,,
MADOC,1900,,MDL G 3401 G475 1878-,9530,BW,microfiche,,,
Magog,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Mahone Bay,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Mahone Bay,1962,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
MALLORYTOWN,1897,,MDL G 3401 G475 1878-,9532,BW,microfiche,,,
MANILLA,1885,,MDL G 3401 G475 1878-,9533,BW,microfiche,,,
MANILLA,1885,1910,MDL G 3401 G475 1878-,9534,BW,microfiche,,,
Manitowaning,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Manitowaning,1925,,MDL B2,,COLOUR,paper,index (large),1,
Maniwaki,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Marieville,1955-56,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
MARKDALE,1885,1904,MDL G 3401 G475 1878-,9537,BW,microfiche,,,
MARKHAM,1910,,MDL G 3401 G475 1878-,9538,BW,microfiche,,,
MARKHAM,1910,1927,MDL G 3401 G475 1878-,9539,BW,microfiche,,,
Markham,1910,1927,MDL B2,,COLOUR,paper,plans (large),"1, 2, 6",incomplete set
Markham,1927,,MDL B2,,COLOUR,paper,slips,"Trans. 1, 2",
MARLBANK,1904,,MDL G 3401 C5 1878-,9540,BW,microfiche,,,
MARMORA,1893,1904,MDL G 3401 C5 1878-,9541,BW,microfiche,,,
MARTINTOWN,1885,,MDL G 3401 G475 1878-,9542,BW,microfiche,,,
MARTINTOWN,1885,1908,MDL G 3401 G475 1878-,9543,BW,microfiche,,,
Marysville,1943,,Fisher Rare Book Library,,COLOUR,paper,plans,8,7 sh.
Marysville,1948,,MDL B2,,COLOUR,paper,plans (large),"1-2, 4-8",incomplete set
Marysville,1949,,MDL B2,,COLOUR,paper,slips,,
Maskinonge,1905,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Massey,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Massey,1922,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
Matachewan,1945,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Matachewan,1945,,MDL B2,,COLOUR,paper,plans (large),4-Jan,complete set. Toronto slips printed on backs.
Matane,1951,,MDL B2,,COLOUR,paper,slips,Trans. 10,includes key
MATHESON,1909,,MDL G 3401 G475 1878-,9546,BW,microfiche,,,
Mattawa,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Mattawa,1952,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
Maxville,1905,1925,Fisher Rare Book Library,,COLOUR,paper,plans,2,2 copies sect.1
Maxville,1905,1925,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
McAdam Junction,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Meadow Lake,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Meaford,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Meaford,1925,,MDL B2,,COLOUR,paper,plans (large),9-Jan,complete set
Medicine Hat,1955,1964,Fisher Rare Book Library,,COLOUR,paper,plans,37,
Medicine Hat,1955,1964,MDL B2,,COLOUR,paper,plans,odds,Incomplete set
Melfort,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Melville,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
MERRICKVILLE,1900,,MDL G 3401 G475 1878-,9549,BW,microfiche,,,
MERRICKVILLE,1900,1912,MDL G 3401 G475 1878-,9550,BW,microfiche,,,
Merritt,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
MERRITTON,1897,,MDL G 3401 G475 1878-,9551,BW,microfiche,,,
MERRITTON,1927,1941,MDL G 3401 G475 1878-,9552,BW,microfiche,,,
MERRITTON,1927,1945,MDL G 3401 G475 1878-,9553,BW,microfiche,,,
METCALFE,1889,,MDL G 3401 G475 1878-,9554,BW,microfiche,,,
METCALFE,1889,1908,MDL G 3401 G475 1878-,9555,BW,microfiche,,,
Meteghan,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Meteghan,1906,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
Middleton,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Middleton,1962,,MDL B2,,COLOUR,paper,plans,10-Jan,complete set
Midland,1921,1946,Fisher Rare Book Library,,COLOUR,paper,plans,16,15 sh.
MIDLAND,1901,,MDL G 3401 G475 1878-,10575,BW,microfiche,,,
MIDLAND,1901,,MDL G 3401 G475 1878-,10574,BW,microfiche,,,
MIDLAND,1904,1911,MDL G 3401 G475 1878-,9556,BW,microfiche,,,
Mildmay,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Mildmay,1925,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
MILLBROOK,1890,,MDL G 3401 G475 1878-,9559,BW,microfiche,,,
MILLE ROCHES,1908,,MDL G 3401 G475 1878-,9560,BW,microfiche,,,
Milton,1927,1932,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Milton,1927,1932,MDL B2,,COLOUR,paper,index (large),1,
Milton,1922,1940,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Milton,1922,1940,MDL B2,,COLOUR,paper,plans (large),1,complete set
Milverton,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Milverton,1953,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
MILVERTON,1894,,MDL G 3401 G475 1878-,9562,BW,microfiche,,,
MILVERTON,1894,1904,MDL G 3401 G475 1878-,13960,BW,microfiche,,,
Mimico,1910,,MDL B2,,COLOUR,paper,slips,,
MIMICO,1913,,MDL G 3401 G475 1878-,9563,BW,microfiche; Digital; DVD-[238],plans,15,
MIMICO,1922,1932,MDL G 3401 G475 1878-,13961,BW,microfiche,,,
Minto,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Minto,1957,,MDL B2,,COLOUR,paper,plans,9-Jan,complete set
Mission,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Mistassini,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Mitchell,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Mitchell,1925,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
Moncton,1953,1960,Fisher Rare Book Library,,COLOUR,paper,plans,80,
Moncton,1953,1960,MDL B2,,COLOUR,paper,plans,"1-40, 101-104",complete set
Moncton,1953,1971,MDL B2,,COLOUR,paper,plans,"1-50, 101-104",complete set
Moncton,1953,1971,MDL B2,,COLOUR,paper,plans,Jan-50,complete sset
Moncton,1960,,MDL B2,,BW,paper,index & addendums,,
MONCTON,1921,,MDL G 3401 G475 1878-,9058,BW,microfiche,,,
MONCTON,1907,1914,MDL G 3401 G475 1878-,9057,BW,microfiche,,,
Mont Joli,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,32,Includes Price
Mont Laurier,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Montague,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Montebello,1931,,MDL B2,,COLOUR,paper,slips,,
Montreal,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,58,Vol.2
Montreal,1959,1966,MDL B2,,COLOUR,paper,slips,,from Vol. 2. Title page slips.
Montreal,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,59,Vol.3
Montreal,1955,,MDL B2,,COLOUR,paper,slips,,from Vol. 3
Montreal,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,99,Vol.4
Montreal,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,90,Vol.5
Montreal,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,109,Vol.6
Montreal,1955,1961,Fisher Rare Book Library,,COLOUR,paper,plans,270,Vol.7 3 parts
Montreal,1971,,Fisher Rare Book Library,,COLOUR,paper,plans,72,Vol.8
Montreal,1953,1972,Fisher Rare Book Library,,COLOUR,paper,plans,48,Vol.9
Montreal,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,102,Vol.10
Montreal,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,97,Vol.11 can?t read
Montreal,1964,1967,Fisher Rare Book Library,,COLOUR,paper,plans,60,Vol.12
Montreal,1953,1964,Fisher Rare Book Library,,COLOUR,paper,plans,25,Vol.13
Montreal,1953,1964,Fisher Rare Book Library,,COLOUR,paper,plans,30,Vol.14
Montreal,1961,,MDL B2,,COLOUR,paper,slips,,from Vol. 14
Montreal,1957,1961,Fisher Rare Book Library,,COLOUR,paper,plans,43,Vol.15
Montreal,1966,,Fisher Rare Book Library,,COLOUR,paper,plans,68,Vol.16
